Sponsor,Study Title,Medicine or Vaccine (generic name),Sponsor Identification Number,Trial Registry Identification Number(s),Medical Condition,Phase,Link to Sponsor Study Registry,Link to study details on ClinicalTrials.gov (if available),Link to study details on EudraCT (if available),Analysis-ready dataset,Annotated case report form,Clinical study report,Dataset specifications,Protocol with any amendments,Raw dataset,Reporting and analysis plan,Additional Information about the data and documents available for this study,Date Added to this Site
Boehringer Ingelheim,Efficacy and Safety of BI 10773 in Combination With Insulin in Patients With Type 2 Diabetes,empagliflozin,1245.33,NCT01011868,"Diabetes Mellitus, Type 2",Phase 2,http://trials.boehringer-ingelheim.com/trial_results/clinical_trials_overview.html,https://clinicaltrials.gov/ct2/show/NCT01011868?term=1245.33&rank=1,,Y,Y,Y,Y,Y,Y,Y,,1-Oct-2015
Boehringer Ingelheim,Empagliflozin (BI 10773) Comprehensive add-on Study in Japanese Subjects With Type 2 Diabetes Mellitus,empagliflozin,1245.52,NCT01368081,"Diabetes Mellitus, Type 2",Phase 3,http://trials.boehringer-ingelheim.com/trial_results/clinical_trials_overview.html,https://clinicaltrials.gov/ct2/show/NCT01368081?term=1245.52&rank=1,,Y,Y,Y,Y,Y,Y,Y,,1-Oct-2015
Boehringer Ingelheim,Post Prandial Glucose (PPG) Study of Empagliflozin in Japanese Patients With Type 2 Diabetes Mellitus,empagliflozin,1245.35,NCT01947855,"Diabetes Mellitus, Type 2",Phase 3,http://trials.boehringer-ingelheim.com/trial_results/clinical_trials_overview.html,https://clinicaltrials.gov/ct2/show/NCT01947855?term=1245.35&rank=1,,Y,Y,Y,Y,Y,Y,Y,,1-Oct-2015
Boehringer Ingelheim,Efficacy and Safety Study of Linagliptin (5 mg Administered Orally Once Daily) Over 24 Weeks in Type 2 Diabetic Patients With Insufficient Glycaemic Control Despite Metformin Therapy,linagliptin,1218.65,NCT01215097,"Diabetes Mellitus, Type 2",Phase 3,http://trials.boehringer-ingelheim.com/trial_results/clinical_trials_overview.html,https://clinicaltrials.gov/ct2/show/NCT01215097?term=1218.65&rank=1,,Y,Y,Y,Y,Y,Y,Y,,1-Oct-2015
Boehringer Ingelheim,"Efficacy and Safety Study of Linagliptin (5 mg Administered Orally Once Daily) Over 24 Weeks, in Drug naÃ¯ve or Previously Treated Type 2 Diabetic Patients With Insufficient Glycaemic Control",linagliptin,1218.66,NCT01214239,"Diabetes Mellitus, Type 2",Phase 3,http://trials.boehringer-ingelheim.com/trial_results/clinical_trials_overview.html,https://clinicaltrials.gov/ct2/show/NCT01214239?term=1218.66&rank=1,,Y,Y,Y,Y,Y,Y,Y,,1-Oct-2015
Boehringer Ingelheim,Linagliptin in Combination With Metformin in Treatment Naive Patients With Type 2 Diabetes Mellitus and Insufficient Glycaemic Control,linagliptin,1218.6,NCT01438814,"Diabetes Mellitus, Type 2",Phase 4,http://trials.boehringer-ingelheim.com/trial_results/clinical_trials_overview.html,https://clinicaltrials.gov/ct2/show/NCT01438814?term=1218.60&rank=2,,Y,Y,Y,Y,Y,Y,Y,,1-Oct-2015
GSK,"Clinical assessment of GSK716155 for Type 2 Diabetes Mellitus
 -A Phase I/II study to investigate the safety, pharmacokinetics and pharmacodynamics of GSK716155 in Japanese subjects with type 2 diabetes mellitus",albiglutide,GLP107865,NCT00530309,"Diabetes Mellitus, Type 2",Phase 1,http://www.gsk-clinicalstudyregister.com/study/GLP107865,http://clinicaltrials.gov/show/NCT00530309,,Y,Y,Y,Y,Y,Y,Y,,1-Oct-2015
GSK,A Dose Finding Study of GSK716155 versus Placebo in the Treatment of Type 2 Diabetes Mellitus,albiglutide,GLP110932,NCT01098461,"Diabetes Mellitus, Type 2",Phase 2,http://www.gsk-clinicalstudyregister.com/study/110932,http://clinicaltrials.gov/show/NCT01098461,,Y,Y,Y,Y,Y,Y,Y,,1-Oct-2015
GSK,A Study to Evaluate the Pharmacokinetics of Benzoic Acid and Hippuric Acid after Topical Administration of GSK2585823 in Japanese Subjects with Acne Vulgaris,benzoyl peroxide/clindamycin,STF115959,NCT01527123,Acne Vulgaris,Phase 1,http://www.gsk-clinicalstudyregister.com/study/115959,http://clinicaltrials.gov/show/NCT01527123,,Y,Y,Y,Y,N,Y,Y,A protocol is not available for this study because an English language version was not created.,1-Oct-2015
GSK,Dermal Safety Study of GSK2585823 (Clindamycin 1%-Benzoyl peroxide 3% gel) with Healthy Japanese Male and Female Subjects,benzoyl peroxide/clindamycin phosphate,STF114849,NCT01428466,Acne Vulgaris,Phase 1,http://www.gsk-clinicalstudyregister.com/study/114849,http://clinicaltrials.gov/show/NCT01428466,,Y,Y,N,Y,N,Y,Y,A protocol is not available for this study because an English language version was not created.,1-Oct-2015
GSK,"Study AK1113351, a fixed dose study of 323U66 SR in the treatment of Major Depressive Disorder (MDD) - a multi-center, placebo-controlled, randomized, double-blind, parallel-comparison study",bupropion,AK1113351,NCT01138007,Depressive Disorder,Phase 3,http://www.gsk-clinicalstudyregister.com/study/113351,http://clinicaltrials.gov/show/NCT01138007,,Y,Y,Y,Y,Y,Y,N,A reporting and analysis plan is not available for this study.,1-Oct-2015
GSK,"A study to evaluate the safety and tolerability of SK&F-105517-D in patients with chronic heart failure  - An open-label study to evaluate the safety and tolerability, pharmacokinetics and pharmacodynamics of SK&F-105517-D in patients with chronic heart failure (Phase I/II study)",carvedilol,CRV110734,NCT00742508,"Heart failure, Congestive",Phase 1,http://www.gsk-clinicalstudyregister.com/study/CRV110734,http://clinicaltrials.gov/show/NCT00742508,,Y,Y,N,Y,Y,Y,Y,A clinical study report is not available for this study because an English language version was not created.,1-Oct-2015
GSK,"Study to assess consistency of 3 production lots of GSK Bios’ combined measles-mumps-rubella-varicella vaccine in terms of immunogenicity and safety, compared to administration of GSK Bios’ measles-mumps-rubella vaccine and varicella vaccine in healthy children in their second year of life","Combined Measles, Mumps, Rubella, Varicella Vaccine",208136/007 (MeMuRu-OKA-007),,Measles; Mumps; Rubella; Varicella,Phase 3,http://www.gsk-clinicalstudyregister.com/study/208136/007,,,Y,N,Y,Y,Y,Y,Y,An annotated case report form is not available. A blank case report form will be provided. A link to Clinicaltrials.gov and a NCT ID number are not available for this study because the study was conducted before regulatory requirements to register studies.,1-Oct-2015
GSK,Study to evaluate immunogenicity and safety of one dose of GSK Bios’ combined measles-mumps-rubella-varicella vaccine given to healthy children previously primed with one dose of measles-mumps-rubella vaccine in their second year of life and presumed seronegative for varicella,"Combined Measles, Mumps, Rubella, Varicella Vaccine",208136/014 (MeMuRu-OKA-014),,Measles; Mumps; Rubella; Varicella,Phase 3,http://www.gsk-clinicalstudyregister.com/study/208136/014,,,Y,N,Y,Y,Y,Y,Y,An annotated case report form is not available. A blank case report form will be provided. A link to Clinicaltrials.gov and a NCT ID number are not available for this study because the study was conducted before regulatory requirements to register studies.,1-Oct-2015
GSK,"Study to assess immunogenicity and safety of two lots of GSK Bios’ live attenuated measles-mumps-rubella-varicella vaccine, at two different titres, given as a single injection to healthy children with GSK Bios’ measles-mumps-rubella vaccine as control group","Combined Measles, Mumps, Rubella, Varicella Vaccine",208136/016 (MeMuRu-OKA-016),,Measles; Mumps; Rubella; Varicella,Phase 3,http://www.gsk-clinicalstudyregister.com/study/208136/016,,,Y,N,Y,Y,Y,Y,Y,An annotated case report form is not available. A blank case report form will be provided. A link to Clinicaltrials.gov and a NCT ID number are not available for this study because the study was conducted before regulatory requirements to register studies.,1-Oct-2015
GSK,Study to evaluate immunogenicity and safety of one dose of GSK Bios’ combined measles-mumps-rubella-varicella vaccine compared to concomitant administrations of GSK Bios’ measles-mumps-rubella vaccine and varicella vaccine,"Combined Measles, Mumps, Rubella, Varicella Vaccine",208136/022 (MeMuRu-OKA-022),,Measles; Mumps; Rubella; Varicella,Phase 3,http://www.gsk-clinicalstudyregister.com/study/208136/022,,,Y,N,Y,Y,Y,Y,Y,An annotated case report form is not available. A blank case report form will be provided. A link to Clinicaltrials.gov and a NCT ID number are not available for this study because the study was conducted before regulatory requirements to register studies.,1-Oct-2015
GSK,"Study FFR116364, a double-blind, placebo-controlled study of GW685698X in paediatric subjects with perennial allergic rhinitis",fluticasone furoate,FFR116364,NCT01630135,"Rhinitis, Allergic, Perennial",Phase 3,http://www.gsk-clinicalstudyregister.com/study/116364,http://clinicaltrials.gov/show/NCT01630135,,Y,Y,N,Y,N,Y,Y,A clinical study report and a protocol are not available for this study because English language versions were not created.,1-Oct-2015
GSK,"Study FFR116365, an open-label study of GW685698X in paediatric subjects with perennial allergic rhinitis",fluticasone furoate,FFR116365,NCT01622231,"Rhinitis, Allergic, Perennial",Phase 3,http://www.gsk-clinicalstudyregister.com/study/116365,http://clinicaltrials.gov/show/NCT01622231,,Y,Y,N,Y,N,Y,Y,A clinical study report and a protocol are not available for this study because English language versions were not created.,1-Oct-2015
GSK,A 24 Week Study to Evaluate the Predictive Ability of the COPD Assessment Test (CAT) for Acute Exacerbations (PACE) in Patients with Chronic Obstructive Pulmonary Disease,fluticasone propionate/salmeterol,SAM114169,NCT01254032,"Pulmonary Disease, Chronic Obstructive",N/A,http://www.gsk-clinicalstudyregister.com/study/114169,http://clinicaltrials.gov/show/NCT01254032,,N,N,Y,Y,Y,Y,N,An analysis-ready dataset and a reporting and analysis plan are not available for this study. An annotated and a blank case report form are not available for this study.,1-Oct-2015
GSK,CAT LOC Meta-analysis Study,fluticasone propionate/salmeterol,SAM115264,,"Pulmonary Disease, Chronic Obstructive",N/A,http://www.gsk-clinicalstudyregister.com/study/115264,,,N,N,N,Y,Y,Y,N,An analysis-ready dataset and a reporting and analysis plan is not available for this study. An annotated and a blank case report form are not available for this study. A clinical study report is not available as only a draft version was  located; no final version found in archives. A link to Clinicaltrials.gov and a NCT ID number are not available for this study because the study is not in scope of regulatory requirements to register studies.,1-Oct-2015
GSK,"A placebo-controlled, single-blind, randomised study to investigate the safety, tolerability, pharmacokinetics and drug interaction of GSK1034702 after repeat doses in healthy subjects",GSK1034702,MAA110792,NCT00950586,Cognitive Disorders,Phase 1,http://www.gsk-clinicalstudyregister.com/study/110792,http://clinicaltrials.gov/show/NCT00950586,,Y,Y,Y,Y,Y,Y,Y,,1-Oct-2015
GSK,"A double blind, randomized, placebo controlled, cross-over study to Examine the pharmacodynamic Effects of GSK1034702 on Neurophysiological Biomarkers of Cognition in nicotine abstained otherwise healthy smokers",GSK1034702,MAA113746,NCT01371799,Mental Disorders,Phase 1,http://www.gsk-clinicalstudyregister.com/study/113746,http://clinicaltrials.gov/show/NCT01371799,,Y,N,Y,Y,Y,Y,Y,An annotated or blank case report form are not available as the electronic data capture system used for this study did not generate paper versions.,1-Oct-2015
GSK,An open label positron emission tomography (PET) study to investigate brain penetration by [11C] GSK1034702 in healthy subjects,GSK1034702,MAA110771,NCT00937846,Cognitive Disorders,Phase 1,http://www.gsk-clinicalstudyregister.com/study/110771,http://clinicaltrials.gov/show/NCT00937846,,Y,Y,Y,Y,Y,Y,Y,,1-Oct-2015
GSK,"Emotional processing in healthy male volunteers treated with GSK424887. A single centre, randomised, double-blind, placebo-controlled parallel group study",GSK424887,NSS105012,NCT01424384,Depressive Disorder and Anxiety Disorders,Phase 1,http://www.gsk-clinicalstudyregister.com/study/105012,http://clinicaltrials.gov/show/NCT01424384,,Y,Y,Y,Y,Y,Y,Y,,1-Oct-2015
GSK,"A randomised, double-blind, placebo-controlled, rising dose, 6-way crossover study to investigate the effect on heart rate of single doses of NCE (25 μg and 50 μg) and escalating cumulative doses of salbutamol (up to 1200 μg) administered alone and in combination to healthy male smokers.",GW328267,AA210010,,"Pulmonary Disease, Chronic Obstructive",Phase 1,http://www.gsk-clinicalstudyregister.com/study/AA210010,,,N,N,N,Y,N,Y,Y,An analysis-ready dataset is not available for this study. An annotated case report form is not available. A blank case report form will be provided. A clinical study report and a protocol are not available for this study because only draft versions were located; no final versions found in archives. A link to Clinicaltrials.gov and a NCT ID number are not available for this study because the study was conducted before regulatory requirements to register studies.,1-Oct-2015
GSK,"A phase IV, open, multicentric, post-marketing surveillance study to monitor the safety and reactogenicity of GlaxoSmithKline Biologicals’ Haemophilus influenzae type b vaccine (Hiberix™) in Korean subjects administered according to the Prescribing Information.",Haemophilus influenzae Type b Vaccine,208108-083 (Hib-083),,Haemophilus influenzae type b,Phase 4,http://www.gsk-clinicalstudyregister.com/study/208108-083,,,Y,N,Y,Y,N,Y,Y,An annotated case report form is not available. A blank case report form will be provided. A protocol is not available for this study because only a draft version was located; no final version found in archives. A link to Clinicaltrials.gov and a NCT ID number are not available for this study because the study was conducted before regulatory requirements to register studies.,1-Oct-2015
GSK,"A phase II, open, randomised, multicentric study to compare the immunogenicity, reactogenicity and safety of experimental vaccines to that of Twinrix (administered following a 3 dose schedule (0, 1, 6 months) in healthy adults aged 18-40 years.",twinrix,208127/ 114 (HAB-114),,Hepatitis A; Hepatitis B,Phase 2,http://www.gsk-clinicalstudyregister.com/study/208127/ 114,,,Y,N,Y,Y,Y,Y,Y,An annotated case report form is not available. A blank case report form will be provided. A link to Clinicaltrials.gov and a NCT ID number are not available for this study because the study was conducted before regulatory requirements to register studies.,1-Oct-2015
GSK,"A double-blind study to compare the immunogenicity, safety and reactogenicity of GSK Biologicals’ high-dose combined hepatitis A/B vaccine containing 1440 EL.U of hepatitis A antigen/40 mcg of hepatitis B surface antigen to that of Twinrix™, both administered following a 0-6 month schedule in healthy adolescents",twinrix,208127/100 and 208127/101 (Ext-HAB-075),,Hepatitis A; Hepatitis B,Phase 3,http://www.gsk-clinicalstudyregister.com/study/208127/100 and 208127/101 (Ext-HAB-075),,,Y,N,Y,Y,Y,Y,N,This is a follow-up study of 208127/075. An annotated case report form is not available for this study. A blank case report form will be provided. A reporting and analysis plan is not available for this study. A link to Clinicaltrials.gov and a NCT ID number are not available for this study because the study was conducted before regulatory requirements to register studies.,1-Oct-2015
